student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
s11259,history,know people.,2024-10-30,done,a+,unknown
s03110,history,soldier start lawyer.,2024-12-07,pending,b-,unknown
s06583,science,change memory meet.,2024-10-02,not done,d,yes
s09411,geography,can.,2024-10-07,pending,f,unknown
s04166,math,hard figure standard.,2024-12-03,done,b,no
s09205,math,big need.,2024-12-20,done,b-,yes
s08858,history,economic.,2025-01-06,pending,c-,unknown
s00238,science,discover answer on.,2024-10-26,not done,b,unknown
s02029,math,window when.,2024-10-06,done,a+,unknown
s02358,math,well theory stand.,2024-12-12,not done,c,yes
s05221,science,talk kitchen.,2024-12-29,not done,f,yes
s00964,science,space stop tend.,2024-12-29,done,b-,yes
s03664,math,worry goal.,2025-01-12,done,f,no
s09480,history,would bring ready.,2024-10-02,pending,b-,yes
s01358,history,bring right.,2024-12-09,done,b,no
s10269,math,keep own ability.,2024-12-09,not done,b-,no
s05747,english,my hour.,2024-10-08,done,c-,no
s07842,science,expect population store.,2024-09-24,done,c,yes
s06284,science,civil answer.,2024-12-14,pending,c,yes
s01526,english,miss military.,2024-12-09,done,b-,yes
s07684,english,exactly tonight.,2024-12-09,done,f,no
s11286,arabic,my line whose.,2024-12-18,pending,a,unknown
s10930,english,tell join.,2024-11-15,done,c-,yes
s07569,english,pm so trouble lead.,2025-02-12,done,b,unknown
s10644,geography,determine left.,2025-02-24,done,d,no
s11992,math,listen unit activity.,2024-12-09,done,b-,yes
s07521,science,true indicate.,2025-01-05,not done,c-,no
s05652,science,social heart nothing.,2025-02-21,not done,b-,yes
s05988,math,kind example.,2024-12-09,not done,b,yes
s07156,arabic,across woman design.,2024-11-08,done,a+,unknown
s02159,math,least ok support.,2024-12-09,pending,f,unknown
s00784,history,office special sister.,2024-10-27,not done,b,unknown
s07470,arabic,success work view.,2025-02-13,not done,f,no
s08997,arabic,purpose agreement.,2025-03-09,done,b,no
s02790,history,these protect.,2024-12-09,pending,a+,yes
s03258,science,up.,2024-12-09,not done,b-,yes
s01220,english,relate day contain war.,2024-11-13,not done,f,yes
s08830,arabic,day clear.,2024-12-08,done,c-,no
s04392,geography,growth.,2024-10-29,pending,b-,yes
s02881,math,sound smile goal.,2024-12-09,pending,a+,no
s05335,science,nice.,2024-12-09,not done,b,no
s06994,science,local when important.,2024-11-22,not done,c,yes
s07101,arabic,interesting up.,2024-09-17,pending,d,no
s03616,math,north science.,2025-02-13,done,c,unknown
s11112,english,community war house may.,2025-01-01,not done,d,no
s08090,math,pretty.,2024-12-09,done,b-,yes
s10347,science,late wait pay behind.,2024-11-26,not done,a,yes
s05728,history,send collection.,2024-09-29,done,c-,no
s06390,math,away watch travel eat.,2025-02-02,not done,a+,no
s00416,english,amount everyone professor.,2024-09-22,done,d,no
s11922,english,baby hospital wind.,2025-01-21,not done,c-,no
s00779,science,bank network.,2024-12-09,done,f,no
s00696,geography,democrat.,2025-01-16,done,d,unknown
s12145,arabic,enjoy face hope.,2025-02-21,not done,b,unknown
s06773,geography,finish present way.,2025-02-13,pending,a,yes
s06188,arabic,staff network alone.,2024-12-13,done,f,no
s10882,english,much.,2024-10-13,not done,c,no
s04191,history,live back.,2025-03-08,not done,d,no
s02800,history,garden reflect.,2025-02-02,not done,a+,yes
s00798,arabic,very our.,2024-12-09,pending,b,no
s03966,geography,republican.,2025-01-06,not done,c-,yes
s10747,science,trial.,2024-12-09,done,b-,no
s02979,english,film which outside.,2024-10-18,done,d,unknown
s09275,geography,treat not call.,2025-02-11,done,a+,unknown
s06946,english,better majority realize something.,2024-10-22,done,b-,no
s02191,math,on let.,2024-09-17,done,a+,no
s11999,geography,remain finally.,2025-02-15,done,c-,no
s06648,english,stop process system.,2024-10-11,done,b,yes
s08625,arabic,evidence send lose.,2024-12-09,not done,b-,yes
s03979,math,six race environment.,2024-09-22,pending,f,unknown
s00423,math,hope.,2024-11-22,done,a,yes
s10824,math,above population.,2024-09-23,done,a+,yes
s11761,science,best grow.,2024-12-09,not done,f,no
s04750,science,skin kitchen.,2024-12-09,done,b-,yes
s06266,english,start really.,2025-03-05,done,a,no
s00989,math,everything report section.,2025-01-18,done,c,unknown
s10577,history,individual season.,2024-10-09,done,c,unknown
s04562,english,development rock week or.,2024-12-09,done,b,unknown
s06280,math,society him behavior.,2025-02-28,done,b-,no
s08732,math,bar expect require.,2025-03-07,done,c,no
s07877,science,tonight street.,2024-12-09,done,f,unknown
s06013,history,century face other.,2024-11-17,done,a,no
s10165,english,government heavy.,2025-01-08,not done,d,yes
s07075,english,possible least real.,2024-11-07,done,a,no
s08573,science,work court court.,2024-10-26,pending,b,yes
s11593,english,leader list.,2024-10-02,not done,c-,yes
s05548,science,season yeah.,2024-12-16,not done,c,unknown
s11143,science,value choice record.,2024-12-09,pending,b,unknown
s05321,math,value money.,2024-10-18,not done,f,yes
s10960,english,new process necessary.,2025-02-12,done,f,no
s07824,arabic,enough term itself.,2025-02-19,pending,d,unknown
s11794,arabic,analysis point go meet.,2024-09-30,not done,b-,unknown
s03980,history,heart evening thus.,2024-12-09,pending,b,no
s10402,math,one.,2024-12-30,pending,c-,yes
s08158,geography,usually whatever.,2024-11-25,pending,f,yes
s06442,english,instead few.,2025-03-09,done,c,yes
s00777,geography,range.,2024-10-20,done,f,no
s05477,history,hotel return front.,2025-01-06,done,c-,yes
s03743,math,hour town.,2024-10-16,done,b,unknown
s10958,english,environment nation.,2025-01-30,done,a,unknown
s08904,math,country win.,2024-12-29,not done,c,unknown
s02683,math,door friend senior.,2025-02-04,done,a,no
s10052,science,beyond lose.,2024-10-03,done,c-,yes
s00815,english,hundred word.,2024-09-27,done,f,yes
s11214,geography,last trip.,2024-12-09,not done,c,unknown
s00763,history,discussion treatment while statement.,2024-12-09,not done,a,no
s07982,math,area third.,2025-01-29,done,f,unknown
s08978,arabic,just someone.,2025-03-09,done,b-,no
s04984,science,story miss begin character.,2025-01-20,done,f,no
s06346,science,power mrs.,2024-11-25,done,b-,unknown
s09510,geography,generation character.,2025-02-03,done,a,unknown
s05086,science,heavy compare.,2024-11-27,done,b,yes
s05156,geography,pull model.,2024-12-09,done,a+,no
s12104,math,piece agreement interesting.,2024-11-10,pending,c-,unknown
s08108,history,after hit choose.,2025-01-08,done,a,no
s10924,history,play stuff.,2025-02-15,pending,c,yes
s00648,history,when similar nearly.,2025-03-01,pending,c,unknown
s05451,arabic,order government space rather.,2024-12-09,done,b-,no
s09725,history,ability reduce current site.,2025-02-27,not done,b,yes
s01707,english,offer once.,2024-12-08,done,b-,no
s04556,history,development relate ten.,2024-12-09,pending,c-,no
s00475,science,inside car republican.,2024-09-29,not done,a+,no
s04324,science,within admit city.,2025-01-20,pending,b,yes
s09185,geography,question policy policy memory.,2024-11-09,pending,b-,unknown
s01678,arabic,receive stay.,2025-02-28,not done,c,no
s04657,english,plant place.,2024-12-26,not done,b,unknown
s03919,history,part future.,2025-01-11,done,a+,yes
s06578,history,sport range.,2024-11-04,not done,c-,no
s03762,english,listen enough.,2024-12-09,done,f,unknown
s02981,history,son hear.,2025-02-02,pending,b,no
s06990,geography,adult land investment.,2025-01-22,pending,c,no
s03391,math,interview themselves rate.,2024-10-04,not done,a,no
s10559,geography,then garden return increase.,2025-02-21,done,d,yes
s01185,history,seem author miss more.,2024-10-19,not done,a,yes
s11948,history,attention appear shoulder.,2025-03-04,not done,c-,no
s11777,science,season produce.,2024-12-09,done,a,no
s09827,geography,dark.,2024-09-16,done,c-,no
s05886,science,practice mrs.,2025-02-15,not done,a+,yes
s04759,english,deep wide order.,2024-12-09,not done,a+,unknown
s09400,history,figure much.,2024-10-04,done,b-,no
s00014,arabic,time year.,2024-12-18,not done,c-,unknown
s07183,math,fill second sort concern.,2025-01-02,done,b-,no
s06564,science,seat how.,2024-12-17,pending,d,unknown
s00748,geography,second few.,2024-12-09,not done,c,no
s04868,geography,skin season raise.,2025-01-26,done,b,unknown
s06734,math,small law really.,2024-10-16,not done,b,yes
s08820,math,news party approach.,2024-09-26,pending,f,no
s00937,history,detail true.,2025-01-11,not done,c-,yes
s01454,history,want finish hit.,2024-10-14,not done,a+,no
s10596,geography,yeah door.,2024-12-28,pending,a,unknown
s10758,geography,choice rest.,2024-10-19,not done,b,no
s00148,arabic,cut for.,2024-12-09,pending,a,no
s08493,arabic,buy necessary pretty audience.,2025-01-02,not done,f,no
s03974,geography,write approach film.,2025-01-09,done,c,no
s06192,arabic,spend have.,2025-01-04,done,d,no
s07161,arabic,various human.,2025-01-26,done,c-,unknown
s05443,history,young way.,2024-11-25,not done,c-,no
s00878,science,open.,2025-01-04,done,d,yes
s02566,arabic,than music.,2025-02-12,pending,b-,no
s01434,english,another between result.,2024-11-10,pending,a+,yes
s11495,geography,ok street pattern.,2025-01-10,done,a,unknown
s06424,arabic,let able long.,2024-12-10,done,b-,unknown
s00536,arabic,firm money put.,2024-09-24,not done,d,unknown
s00021,science,direction treat.,2024-12-09,done,c,yes
s07496,arabic,model article.,2024-11-08,done,d,no
s01623,science,keep middle inside.,2025-01-18,done,d,unknown
s02773,arabic,follow size.,2024-12-08,done,b-,unknown
s08428,geography,per capital.,2024-09-23,pending,d,unknown
s11620,english,feel opportunity source.,2024-09-08,pending,b,unknown
s04966,history,important particular pretty.,2024-12-09,done,a+,unknown
s00932,geography,cell throughout.,2024-09-18,not done,c-,no
s06213,geography,shake southern.,2024-11-08,pending,f,no
s02609,arabic,happen action.,2024-10-22,done,a,unknown
s01319,history,technology appear.,2024-09-27,not done,f,unknown
s00633,geography,instead be.,2024-12-20,done,a,yes
s06484,geography,hard trade nearly.,2024-09-15,done,c-,no
s07256,science,road.,2024-11-01,not done,b,unknown
s10813,english,company prevent structure.,2024-10-14,done,b-,unknown
s07735,arabic,west plant.,2024-12-09,done,d,unknown
s02139,geography,product check.,2025-01-12,done,a+,yes
s11793,arabic,carry indeed.,2024-12-09,done,b-,no
s11745,history,laugh chance peace.,2025-01-27,not done,a+,unknown
s04384,math,move cause no.,2024-12-09,not done,b-,unknown
s05724,history,over management.,2024-09-09,done,f,no
s05034,geography,war letter movement.,2024-10-04,not done,d,yes
s03416,history,hand back certain.,2024-11-28,not done,a+,unknown
s08456,arabic,us expect health financial.,2025-01-11,pending,d,unknown
s08787,science,mean book.,2024-12-09,not done,c,unknown
s11797,geography,whole condition second.,2024-11-28,done,b,yes
s06792,history,recent meeting.,2024-10-28,done,a,yes
s00729,history,almost.,2024-09-11,not done,d,yes
s10216,english,really daughter although shoulder.,2024-10-30,pending,c,no
s06475,geography,operation brother.,2025-01-16,done,b,unknown
s00608,english,standard power.,2024-11-16,done,b,yes
s01313,arabic,organization yet.,2024-12-13,done,a,no
s03685,math,necessary step.,2024-11-27,done,c-,unknown
s11701,math,once nice attack.,2024-11-10,done,b,yes
s05111,english,thousand court.,2024-12-09,done,b,unknown
s01616,science,level.,2025-02-05,not done,f,no
s09513,arabic,relate detail.,2024-12-09,not done,a,unknown
s01432,arabic,care experience.,2024-09-29,not done,c,no
s04263,science,painting party quickly.,2024-12-09,not done,c-,no
s04448,english,close room well.,2024-12-09,done,f,unknown
s09273,geography,significant business.,2024-09-21,not done,c,unknown
s02698,geography,learn religious policy record.,2024-11-14,not done,d,yes
s11602,english,fish real prepare.,2025-02-19,pending,d,yes
s04043,geography,pretty thousand successful.,2024-12-28,not done,b,unknown
s02148,math,language whom window.,2024-12-19,pending,b,unknown
s00205,history,some sense.,2025-03-04,done,a+,yes
s04438,math,reflect into design.,2024-12-13,pending,b-,unknown
s05850,math,major.,2025-03-03,done,c,no
s05285,math,prevent if condition.,2024-12-09,not done,c-,yes
s10104,science,ball somebody blue.,2024-09-09,not done,b,yes
s10527,arabic,medical born.,2024-11-23,done,c,unknown
s07023,arabic,include example.,2024-09-29,pending,d,yes
s03211,history,stock share.,2025-01-02,done,b,no
s09098,arabic,movement rise.,2024-12-30,done,c-,unknown
s00477,english,paper probably majority.,2024-12-12,done,b-,yes
s01752,english,mr white.,2024-12-09,not done,b-,yes
s08119,science,allow deep.,2024-11-09,done,c-,no
s06941,arabic,drop stage.,2024-12-09,not done,b-,unknown
s11491,history,hair religious.,2024-12-09,not done,f,no
s05821,geography,outside past.,2024-12-09,not done,f,unknown
s08200,math,little learn.,2024-12-09,not done,a+,no
s10626,geography,order value beyond.,2025-02-28,done,a+,unknown
s11039,math,guy bar.,2024-11-05,not done,b-,unknown
s01997,history,mrs send.,2024-12-09,done,a+,unknown
s06868,history,baby number.,2024-12-09,done,c-,yes
s00748,science,nation miss happen.,2024-09-12,pending,b-,yes
s04223,math,american.,2025-02-18,not done,f,unknown
s01789,science,mind help.,2025-01-05,pending,a+,yes
s11179,science,phone moment.,2024-12-09,done,c,unknown
s03566,history,yes candidate.,2024-11-30,pending,b,no
s08303,history,he statement interest money.,2024-12-09,done,d,unknown
s09884,arabic,candidate between cold.,2025-01-20,pending,f,unknown
s00131,history,continue determine street.,2024-12-15,done,f,yes
s11783,science,citizen during force.,2025-02-05,done,c,yes
s06085,arabic,knowledge best.,2024-11-13,done,d,unknown
s06674,history,would.,2025-01-06,not done,a,unknown
s05841,history,if help with.,2024-12-25,pending,c-,no
s10271,arabic,see everybody couple.,2024-12-09,done,a,no
s02151,math,agency meet send.,2024-12-12,done,b,yes
s07189,science,consumer.,2025-02-15,done,a+,unknown
s02624,history,anyone remember drive choose.,2024-09-10,done,c,yes
s07161,geography,follow hot.,2024-09-20,done,c-,no
s11431,english,science them.,2024-09-12,done,f,unknown
s08301,english,social.,2025-01-14,not done,b-,no
s06617,math,management them mrs business.,2025-01-08,done,a+,no
s04205,geography,detail turn.,2024-09-19,done,a+,yes
s06545,science,leader white.,2024-12-13,done,a+,no
s01756,geography,skill source.,2024-12-21,done,c,yes
s11213,history,need improve rest today.,2025-02-11,pending,f,unknown
s03944,math,story senior something social.,2024-11-06,not done,c,unknown
s04255,math,case agreement list.,2024-10-28,done,b-,yes
s06769,arabic,than education.,2024-11-08,done,b-,unknown
s07066,geography,including.,2024-11-28,done,f,yes
s08753,math,born its.,2025-03-09,done,c-,unknown
s00275,english,to dog kitchen defense.,2024-12-09,not done,c,unknown
s08100,geography,central to.,2024-10-03,not done,b-,no
s08360,math,significant term event.,2024-10-13,not done,c-,no
s05077,history,hard central.,2025-02-11,not done,a,yes
s02977,english,carry sort law.,2024-12-09,done,c-,no
s00783,history,upon some.,2025-01-15,not done,a+,yes
s09512,arabic,fear quality.,2024-10-15,pending,c-,no
s04150,history,cut like.,2024-12-15,done,c-,yes
s02433,arabic,myself prepare computer.,2025-01-02,not done,d,yes
s04605,science,card.,2024-09-15,not done,b,no
s09005,history,level thought cold.,2024-12-09,done,c-,no
s05109,english,sit environmental than.,2025-02-04,not done,c,yes
s04528,science,recognize collection whether along.,2024-12-09,not done,c,no
s01693,english,place.,2024-12-09,done,c,no
s00968,history,north society ground.,2024-11-29,done,a,unknown
s07400,science,home most.,2025-01-16,done,a,no
s03872,arabic,market industry.,2025-01-20,not done,a,no
s09987,science,green than.,2024-12-14,pending,a+,unknown
s05971,history,future mention.,2024-11-01,pending,f,no
s04751,math,hard cut detail.,2024-09-23,not done,a,unknown
s04241,science,value including foreign wish.,2025-01-01,pending,c-,unknown
s11351,english,fight message.,2024-12-09,done,a+,unknown
s04433,arabic,blood one.,2024-11-20,pending,a,yes
s03118,english,guess.,2024-12-09,pending,f,no
s09462,science,improve painting best development.,2024-09-15,not done,f,unknown
s06911,english,unit tend expect.,2024-10-28,not done,a,yes
